Text
"We here at Jasmine and the Phoenix stand against Asian violence! Stop being violent, North Korea! Stop being violent, Triads! #StopAsianHate 

oh and buy lots of really cool jewellery @ https://t.co/cQPGhU1dJc ;)"
I’ve had a bad day before.  It never once ended like that.  Call it what it is. #StopAAPIHate #StopAsianHate
"#StopAsianHate

I’m not sure how else to articulate my thoughts and feelings right now but I know silence isn’t part of the solution."
#PROTECTASIANLIVES #StopAsianHate https://t.co/BWpz4VDuGx
#SayTheirNames #StopAsianHate #StopAAPIHate #StopAsianHateCrimes https://t.co/QKasFGf0WM
"The real monsters are not the ones that lay under your bed. They're people like you and I. 

#StopAsianHate #BlackLivesMatter"
"STOP THE HATE! John 13:34-35

My condolences and prayers to those who have lost loved ones unnecessarily.  I don’t understand the hate. #StopAsianHate https://t.co/KCCuJnyxPT"
"@MotamediRaha Please delete the picture of the card immediately we don't want more people to see, copy or reproduce it for the wrong purpose. You are also giving the artist/company that created it more publicity. Replace it instead with a good picture of BTS.
#RacismIsNotComedy #StopAsianHate https://t.co/He23uy68SC"
@lindyli @SeanFlan45 #StopAsianHate
Kyler Murray posted a #StopAsianHate message on Instagram in the wake of anti-Asian violence: https://t.co/hqsLbMBfzm
"Those jerks who hated Asians because of the Covid-19 actually really sucks. You hated us because it came from Asia? What the F all of you doesn't make any sense. Hating us cannot change anything at all but making you ignorant and a piece of crap 
#AsiansAreHuman
#StopAsianHate"
"#StopAsianHate please.

Please."
#StopAsianHate #StopAAPIHate #StopAsianHateCrimes #AafiaLifeIsInDanger #AAPI https://t.co/jlshGmUoAC
Protect BIPOC #StopAsianHate #AAPI
#StopAsianHate
"@ACLU Delaina Ashley Yaun, 33
Paul Andre Michels, 54
Xiaojie Tan, 49
Daoyou Feng, 44
Julie Park 
Hyeon Jeong Park

There are still two unnamed victims. Please say their names. #StopAsianHate"
"Violence Against Women Act.

The Equality Act.

Funds for Black farmers.

#StopAsianHate

Instead of whiny identity politics &amp; divisive pandering what if we just reformed everything &amp; fought for basic equity and civil rights, period. 

Made it safer, period. Be Gaians/Citizens."
@fenjadevon ♥️ #love #sweet #CuteShare #StopAsianHate #fypシ https://t.co/P1bZivhEX9
#stopasianhate
#StopAsianHate https://t.co/4GC9qaBtHT
"#StopAsianHate

https://t.co/FN3FR12RMv"
"#StopAsianHate 
resources to educate and help below
https://t.co/nDkp7F7hPD"
wow racist people really be a new level of ignorant #StopAsianHate https://t.co/s3HBcvCYQY
“We all must respond to this growing violence with urgency; now is a time to collaborate and work together to build a safer community.” #StopAsianHate https://t.co/gqDhhmIKML
@lindyli #StopAsianHate
Join the Cherokee County Dems for a candlelight vigil to honor the lives lost in Tuesday's shootings. Bring candles and signs. Masks are required and social distancing will be observed. #StopAAPIHate #StopAsianHate https://t.co/eQSpxs1dPJ
"Having a bad day doesn't lead to a murderous targeted hate crime against asians, killing 8 people, so ""having a bad day"" is no excuse. Simply put, it was a racist hate crime. #StopAsianHate"
#StopAsianHate
"I think just about all of us want to #StopAsianHate, though it’s a tad dubious that the people who got this and “White Supremacy” trending are the same who had a meltdown when a white girl wore a qipao to prom."
"""We must #StopAsianHate everywhere at every level."" https://t.co/O1rhE4Oipl"
#HATEISAVIRUS #stopasianhate Now.
"you don’t go and k!ll 8 innocent people because of a bad day, stop excusing this behavior and call it what it really is, a hate crime &amp; anti-asian racism. 
#StopAsianHate  #StopAsianHateCrimes https://t.co/HITd5t7CQt"
This thread... ❤️😢 #StopAsianHate #StopAAPIHate https://t.co/f6JgCpVdng
"All of this is too much.  One violent act is too much.

#StopAsianHate #StopAAPIHate"
@earthtonaja #StopAsianHate 🤍
#StopAsianHate
#StopAsianHate https://t.co/PA3xl5rWCX
@Topps This is what happens when you don’t have diverse voices in the room. It’s also the effect of how society has normalized oppression/violence against minorities you don’t realize this is a MUCH bigger issue than angering #BTSARMYS  #StopAsianHate #RacismIsNotComedy
#StopAsianHate https://t.co/h2RGXbc388
"#StopAsianHate 
What's funny all about??
😭😡😠🤬 
Your a racist!!! https://t.co/Yxgr1Q4wob"
"⁦ #BIGHITProtectYourArtists⁩
 ⁦ #APOLOGIZE_TO_BTS⁩
⁦ #RacismIsntComedy⁩ ⁦ #StopAsianHate"
#StopAsianHate
"@Metit87 They’re definitely way worse than the virus. I am disgusted by them. This violence and hatred needs to stop! #StopAsianHate  #AsianLivesMatter 
❤️"
@SicilianaI @J_Mei21 #StopAsianHate now!
#StopAsianHate  https://t.co/vpzksD7o9O
#StopAsianHate
Enough is enough! I’m sick of how much hatred we have in our world. This has to STOP! #StopAsianHate https://t.co/2jytF2v9xg
pls #StopAsianHate
#StopAsianHate https://t.co/qqBfaYUnkV
@KimKardashian #StopAsianHate?? Kim I like you but shouldn't that say #StopALLHate? Asian aren't innocent. They are/can be just as racist.
#StopAsianHate #StopAsianHateCrimes https://t.co/Z1AYxcTiFs
@CNN It's appalling that Asian people are killed gratuitously and only a few politicians raise their fucking voice. It's sickening to notice no unified sympathy from other minority groups. Is it time for Asian-Americans to raise up and take care of the communities? #StopAsianHate
"Love that she beat his ass, but still hate that she had to endure this. #StopAsianHate https://t.co/uN7zqoYcyw"
#StopAsianHate ✊🏾✊🏻✊🏼✊🏽✊🏾 https://t.co/dcp5UagJGU
#StopAsianHate https://t.co/NZMsGF4YXX
"Right after 9/11, it was hate crimes against people who look like me. THIS SHOULD NOT HAPPEN IN AMERICA. It must be forcefully condemned across the political spectrum. 

And, make no mistake, anybody who calls #COVID “the China virus” is feeding into this. 

#StopAsianHate"
@billieeilish @taylorswift13 @selenagomez @ddlovato @kellyclarkson @brendonurie @hellosarahurie @Camila_Cabello Let's work together and protect our Asian brothers and sisters. #StopAsianHate
#StopAsianHate
"#StopAsianHate 
#StopAsianHateCrimes"
"#StopAsianHate 

I'm sick and tired of all the discrimination that's still in society"
anyways probably the first racist experience I can remember was when I was like seven and a kid called me a ching chong b*tch and proceeded to pull at his eyes. and this was at a church :) I remember it so vividly. Please stand up for your AAPI friends and #StopAsianHate
We are standing in solidarity with AAPI community in light of the murder of 6 Asian women. Anti-Asian violence has seen a dramatic increase since the beginning of the pandemic and it needs to end NOW! #StopAsianHate #StopAAPIHate ✊🏽⠀ https://t.co/tO1xUTw7KA
@CoreyRForrester #StopAsianHate
@NCIS_CBS Thank you for sharing #NCIS. #StopAsianHate
"@ClaroMusicaCO @BTS_twt No merecen todo el odio, racismo y xenofobia que reciben, nadie lo merece. Y estamos cansados de esto, pelearemos si es necesario 
#RacismIsNotComedy #StopAsianHate"
I know plenty of people who’ve had “bad days” but still didn’t go out and murder Asian women... or anyone for that matter. #StopAsianHate
"Sending love, light, safety and support to all of my Asian AMERICANS and Pacific Islanders brothers and sisters. #StopAsianHate  #AsianLivesMatter #StrongerTogether https://t.co/UFMluMtZVW"
"#StopAsianHate #StopAAPIHate   Please, share this! The Korean women who were killed by that pathetic mass murdering racist were VICTIMS! Most of them barely speak English! They're typically victims of human trafficking. #ThisIsLife By @lisaling https://t.co/KqV6rw5PTd"
#StopAsianHate
"tw // racism , violence 

this isnt what i usually tweet but this needs to stop.  STOP RACISM AND VIOLENCE. #StopAsianHate https://t.co/kbq1WNQh0G"
"I'm so frustrated watching the news taking the Atlanta shooter's ""sexual addiction"" motive at face value without asking the obvious question about why he chose spas over adult stores.

Hmm, what race gets stereotyped for sexual massages? What half-assed reporting. #StopAsianHate"
#StopAsianHate https://t.co/eOGFDLHWIo
"#StopAsianHate #AsiansAreHuman
#StopAsianHate #StopAsianHate #StopAAPIHate https://t.co/J3zxYwv2hI"
"AAPI students, neighbors, family, friends and co-workers deserve better than today. ☮️❤️

The White Supremacy. The Racism. The Misogyny. The toxicity of it all. 
Is. Wrong. 

#StopAsianHate #StopAAPIHate"
"@AYWithA17 Please delete the picture of the card immediately we don't want more people to see, copy or reproduce it for the wrong purpose. You are also giving the artist/company that created it more publicity. Replace it instead with a good picture of BTS.
#RacismIsNotComedy #StopAsianHate https://t.co/tB9gMwbILz"
Join our #StopAsianHate fundraising event as a performer - https://t.co/DdKNKgFBJW #StopAAPIHate https://t.co/VY94kRDzLD
"Being an ally sucks, because no matter how loud you scream some people will never understand why you should speak up. However, the injustice is soooo much worse so we keep going fam! 😤 #StopAsianHate"
#StopAsianHate https://t.co/pDbYZAKYzS
"@lindyli We HAVE to get rid of filibuster or that's it for democracy and equality. We will lose in 2022 and 2024 because of voter suppression, etc. and if Congress can't get anything done a lot of voters that would have voted for dems will give up and not vote, etc.. #StopAsianHate"
@LuBrown AMEN!! #StopAsianHate #StopTheAttacks #StopAAPIHate #StopAsianHateCrimes
@sfchronicle What type of hate causes a sex addict to go bad - pls elaborate #AsianLivesMatter #StopAsianHate
Seeing everything that happened in Atlanta yesterday (after a year of ramped up attacks) and then to see it be called “a bad day” for the murderer 😡😡😡  #StopAsianHate
@RepJudyChu @BrookeBaldwin #StopAsianHate #StopAAPIHate #StopAsianHateCrimes we need to push the Removal of #aleximccammond #teenvogue. Stop protecting #AntiAsianRacism #racists need to be shut down.
#StopAsianHate  ! https://t.co/A0lIFpEb0X
"My thoughts after he made the statement this officer has to be investigated.

#RobertLong

#WhiteMediocrity is the #1 killer

@KeishaBottoms
@BeeForGeorgia

#StopAsianHate
#StopAAPIHate
#TruthBeBlack 🖤💯🖤 https://t.co/J1vXF78jI2"
JUST STOP IT WITH RACISM GUYS ITS ANNOYING AND NOT FUNNY #StopAsianHate
use that stimulus money by donating to fundings that support #StopAsianHate there are many trending. Do research and listen to the community. My heart is with the Asian community. If anyone being affected by this needs anything please reach out.
#StopAsianHate
"What happened in GA wasn't just a bad day, it was racism that lead to a hate crime.

#StopAsianHate"
"PERIODT.
.
💛 my dear friends 🕯 
#support #stopasianhate @ New York, New York https://t.co/SQRjQtjo5J"
#StopAsianHate https://t.co/Y9vokC6er0
Trump and all his ignorant acolytes like Pompeo need to publicly correct and apologize for the damage their careless and clueless words have caused to our fellow Americans! #StopAsianHate
#AsianLivesMatter #StopAsianHate https://t.co/GYRpjAEAgj
#StopAsianHate
#StopAsianHate
That sign gives me life!! #StopAsianHate #StopAAPIHate #StopAAPIHate https://t.co/EnioBGRFbs
"Hey #MarkZuckerberg this is your platform right? It clearly doesn’t violate Facebook policy or community standards right? And you still have an Asian wife right? You don’t need to answer right away, I’ll wait. #StopAsianHate https://t.co/QjLGxwP79d"
"RT instagram ""We condemn acts of xenophobia, violence and intolerance — and call for anti-Asian hate to stop. To the Asian community and everyone who has been impacted and hurt by recent events, we see you and stand with you. #StopAsianHate https://t.co/uTFbEg65Mn"""
#AsianLivesMatter #StopAsianHate https://t.co/Zh4CEYgJSQ
#StopAsianHate
"Seeing some comments that it's a ""lost cause"" trying to fix the prejudices as a result of the hate crime. But, note that every day, it's up to you to make a change for the better. It doesn't have to be some great leap. All it takes is a step in the right direction. #StopAsianHate"
Where’s the outrage now? #StopAsianHate
@ColbyBrock All this hate breaks my heart. Wish people could spread love instead. #StopAsianHate
"Stop the RACISM and VIOLENCE against Asians 

#StopAsianHate  
#AsiansAreHuman"
#StopAsianHate
Mayor Turner's statement on the nationwide rise of attacks on the #AAPI community. #StopAsianHate https://t.co/JsExGWL26D
"#StopAsianHate  Here are some good rules to follow. Awareness of your surroundings is key. You can eliminate a threat by choosing when you walk or where you walk. Make yourself loud for help and if attacked, cover your head. https://t.co/ElrLYPnP51"
"@NguKid @RichPhelps So sickened I can’t even type out what is going through my mind. 
#StopAsianHate"
"@oliviamunn @CherokeeSO This has me furious... But come the year 2045 those privileged people will be the racial minority... In the meantime, the minorites of today gotta protect each other... @oliviamunn I got your back and the backs of all your brothers and sisters #StopAsianHate"
"When I got married, I immediately knew I wanted @Dwakiji beside me. My life is infinitely enriched by friends like @iamcindychu and @melindaprince4. @jeeyonshim turns words into joy. If you don't have amazing Asian-American women in your life, you are missing out. #StopAsianHate"
There’s no room for hate in this world! 🙏 #StopAsianHate https://t.co/Ick8YTboQK
"I am honestly scared to set foot into America rn

#StopAsianHate"
"@jimmyfallon SAY IT LOUDER, IN CASE SOMEONE DIDNT HEAR....no one should ever be treated this way. #StopAsianHate #StopAsianHateCrimes"
"@FoxNews only talks about bullshit, and most importantly they are still referring to COVID as the ""China-Virus"".  After what happened in Atlanta, they do not understand how this could instigate more hate towards the Asian community.  #StopAsianHate #EndRacism #StopAsianHateCrimes"
If you are hating on Asian people literally go fuck yourself #StopAsianHate #AsianLivesMatter
#StopAsianHate We stand with you all like you stood with us ✊🏽✊🏼
"We need to #StopAsianHate 

That begins with taking white supremacists off the internet and off of social media. @Facebook I’m looking specifically at you. 

Lawmakers who have continued to turn the other cheek while these companies allow the spread of hate are also responsible."
#stopasianhate 🙏💛
so sad and senseless 😪 anti-Asian violence must be recognized and ended! #StopAsianHate https://t.co/y7LVnS9vhS
#StopAsianHate I can't believe it!
"Uma onda de ataques contra a comunidade asiática vem crescendo absurdamente nos EUA. Pessoas, principalmente idosas, estão sendo e foram agredidas e mortas. Racismo e xenofobia NÃO podem ser tolerados! Racismo e xenofobia não é humor! 

 #StopAsianHate https://t.co/6kywpswUTA"
us imperialism has been wrecking havoc in our homes while white supremacy and racism kills our brother and sisters overseas. this has got to stop #StopAsianHate
🤔🤔🤔 @NBCNews #StopAsianHate https://t.co/Mmtw4AexCs
I remember everything when people would and still does laugh at me for my appearance and mock my culture. I always went to a class full of whites and they would always tell me “eww you smell like curry” “do you shower ?” “Do you eat rice everyday ?” #StopAsianHate #StopAAPIHate
"I don't understand how it's not a hate crime... #StopAsianHate 

""I had a bad day so I shot asian dominant businesses"" and now the police is empathizing for the shooter bc this is written off as a ""bad day"" #WhiteSupremacists 

https://t.co/7h4pxaOXFz"
"@Cherokee_GA @CherokeeSO When can we expect a press conference to announce the ""Paid Administrative Leave"" of one of your officers #JayBaker for being a xenophobic piece of shit? 
#StopAsianHate https://t.co/0UeAOzLc8Z"
".@karavespia did a great segment condemning the recent anti-Asian hate crimes on behalf of the @GOP. #StopAsianHate
 https://t.co/oyZZn7f7f6"
This shit has to stop. #stopasianhate https://t.co/umiOSAe7Nl
"As we get back to normal, I’m sure these targeted mass shootings get more common. Especially with the past and continuing xenophobia from the former president who still has a cult following. Disappointing is an understatement. #StopAsianHate"
"Asiáticos não são só os coreanos do grupo de kpop que você gosta. São também os tailandeses, chineses, japoneses,  indianos, arabes, turcos, persas, vietnamitas, indonésio,...
#AsiansAreHuman 
#AsianLivesMatter 
#StopAsianHate 
#RacismIsNotComedy"
#StopAsianHate #RacismIsNotComedy #WeLoveYouBTS https://t.co/NKPvkLpR54
#StopAsianHate #StopAAPIHate https://t.co/cu04cRFeaA
Please help out if you can. #StopAsianHate https://t.co/bS3sZEMNL3
#StopAsianHate ❤️ https://t.co/SFqJVkbsfB
"""Using mental illness as a scapegoat for white terrorists is a way to ensure that white terrorists can receive sympathy, pin it as a 'one-off' situation, and, ultimately, move away from the idea that there is a racial motive.""

https://t.co/8MIM2zVZqv #StopAsianHate"
"#StopAsianHate Atlanta's chief of police felt comfortable saying the murderer killed due to a sex addiction (which implies these women are sex workers with NO PROOF), but he doesn't feel comfortable saying this was a hate crime when 6 Asian women died? BS!!!"
Please look into this #StopAsianHate https://t.co/9H8JxWC9dS
A message on behalf of the Ritual Team #StopAsianHate https://t.co/Vv76gIocE2
#StopAsianHate #asianhatecrime #AsiansAreHuman #asianslivesmatter
"#StopAsianHate
https://t.co/55PjsioikS"
"David Weissman (@davidmweissman) Tweeted:
Wouldn't it be great if all Americans would condemn white supremacy? #StopAsianHate https://t.co/3czpgBoX3w"
My father &amp; uncle were young kids of a widowed mother during the depression. They were desperate &amp; hungry. The Asian family who ran a nearby restaurant shared their food with dad’s family. Our family would not exist if not for the kindness of the Chin family. #StopAsianHate
Some people just look for any excuse to put their hate into the world. Make sure you determine who is the enemy. The people in Atlanta had nothing to do with anything wrong in your life. Stop being a trump and the rep. hate puppets #StopAsianHateCrimes  #StopAsianHate https://t.co/BX4btKskM2
"Whelp donated the money I made off a commission to #StopAsianHate , was more vocal today than usual, I am tired. Time to draw while playing Twilight Rifftrax in the background. https://t.co/UsI9L1fzXi"
This isn't new just look at the fucking 40's-50's #StopAsianHate
#StopAsianHate https://t.co/IJqrE3Ahrn
#StopAsianHate
"I don't want to add to the horrible pain the Asian American community must be going through right now by endlessly retweeting news about the terrorist attack and the surge of anti-Asian attacks and sentiment, but here's a thread where to donate if you want to help. #StopAsianHate https://t.co/6YNXl8EW7Y"
Important thread. #StopAsianHate https://t.co/4jWQBq6gP3
"You can do it ! hãy đòi lại cô g bằng cho BTS
#RacismIsNotComedy 
#StopAsianHate 
#AsiansAreHuman
https://t.co/QuSpZQMqpp https://t.co/kVzohxkB6U https://t.co/yjwYqaaosQ"
#StopAsianHate #StopAsianHateCrimes
"برای اطلاع بیشتر #StopAsianHate رو میشه دنبال کرد
یا کلیدواژه‌هایی مثل Chinese virus و Kung flu

جوامع غربی بطور عجیبی، استعداد نژادپرستی با نمودهای شدیدی از نژادستیزی نسبت به دیگران دارند!

بعضی از صحبت‌هایی که همین‌جا درباره‌ش داره ردوبدل می‌شه بسیار شرم‌آور و عجیبه"
"I'm Asian and proud of it. 

Enough is enough. 

#StopAsianHate https://t.co/5FwZ639kUx"
"Read. #StopAsianHate 

https://t.co/wZNbuHtG8c"
"#StopAsianHate #Atlanta
Guy fetishizes Asian women and it's a ""bad day"" when he kills 6 Asian women because he has a sex addiction? 
I think eventually he's going to get a big dick summer."
"I’m so fucking angry and terrified with everything that is happening right now. I’m scared for myself, my friends, my family. How has NOTHING progressed in America. I hate it here.  #StopAsianHate #StopAAPIHate #StopAsianHateCrimes"
"@_Ayassi Please delete the picture of the card immediately we don't want more people to see, copy or reproduce it for the wrong purpose. You are also giving the artist/company that created it more publicity. Replace it instead with a good picture of BTS.
#RacismIsNotComedy #StopAsianHate https://t.co/Tb7ZZmjFXw"
#StopAsianHate https://t.co/lAzAmqfxGU
"As someone who married into an Asian family, I've been weary with all this insanity going on lately......

I give this warning: anyone comes near my Wife and girls with hate, bigotry or racism, I'll personally put you in the ground with my own 2 hands
#StopAsianHate"
"This country is full of so much hate and racism still every day. It's gut-wrenching. 
We must do better.
Talk with your friends &amp; families.
Do NOT let jokes slide.
Stand up for others. Check on them.
Please.
#StopAsianHate #StopAAPIHate
👇 Ways to help 👇 
https://t.co/E03JFDXJ6h"
"As someone who lived in Flushing, Queens (Heavily condensed asian community) Imma need ya'll to #StopAsianHate #StopAAPIHate My best friends throughout my life have been from all different ethnic asian backgrounds. The Pandemic is everyone's fault. Stop being racist idiots."
here are some graphics from @Zenerations #StopAsianHate https://t.co/yQMgI03Ymp
".@Cherokee_GA  this you?
#StopAsianHate #HateCrimes https://t.co/XZUbaPNtJ5"
"Thinking of the #AAPI Community today. Anti-Asian hate is yet another manifestation of white supremacy, which continues to be the number one domestic terrorist threat. #StopAsianHate #StopAAPIHate https://t.co/v3sF6sVVbK"
#StopAsianHate
"FMG Suite is against racism, hatred, and violence of all forms. We stand in solidarity with our Asian-American teammates, customers, and those in the financial services community. #StopAsianHate"
"It’s stories like these that highlight racism against people of Asian descent is a problem, even if we’re known as the “model minority.” #StopAsianHate #AsianLivesMatter #AAPI #StopAAPIHate #AsiansAreHuman 

https://t.co/UKJuG3Ii0h"
"@meenaharris We reject xenophobic, racist, and bigoted ideologies.
We are more inclined to favor diverse, multiracial, multiethnic, equal, and fair environments with acceptance of all people.
Love is stronger than hate.
♥️♥️♥️♥️
Our earth needs to be filled with more love. 🌏♥️ #StopAsianHate https://t.co/CCRakdSIck"
#StopAsianHate
"Being a racist is fucking lame. 
#StopAsianHate"
"Really tired. Really finding it difficult to work or do auditions. Walked by a nail salon and saw five Asian women cleaning up and couldn’t help but think of the victims. I’ve been angry and on the verge of tears all day, so signing off for now. Take care of you.💜#StopAsianHate"
#StopAsianHate
"Simple and plain, #StopAsianHate https://t.co/Z2TyGEvZLe"
"日本人も当事者意識を持つべき。
 #StopAsianHate"
"#StopAsianHate im Asian myself and once this boy was mocking Asians so I kicked him in the shins and got in trouble, it was worth it ✌ https://t.co/3fFyHvDmMF"
"Stand in solidarity with the AAPI Community!! Stop targeting our communities!! 
#HATEISAVIRUS #StopAsianHate 
https://t.co/E1NnSNP6L7"
#StopAsianHate #StopAAPIHate
It absolutely was a domestic terrorist hate crime. #StopAsianHate https://t.co/oHwjToHihW
#StopAsianHate https://t.co/TIdTix6ec1
Just so everyone who follows me knows I stand with #AsianLivesMatter #StopAsianHate #BlackLivesMatter and so many more. So if you have anything against basic human fucking rights unfollow me.
i watch greys anatomy #StopAsianHate https://t.co/BnLSQDYCXK
